tanggal_lengkap,pm10,pm25,so2,co,o3,no2,parameter_kritis,stasiun_0,stasiun_DKI1 Bunderan HI,stasiun_DKI2 Kelapa Gading,stasiun_DKI3 Jagakarsa,stasiun_DKI4 Lubang Buaya,stasiun_DKI5 Kebon Jeruk Jakarta Barat,kategori_BAIK,kategori_SANGAT TIDAK SEHAT,kategori_SEDANG,kategori_TIDAK ADA DATA,kategori_TIDAK SEHAT,jam,hari_dalam_minggu,nomor_bulan,musim
10/31/2020,45,73.39363740896896,55,15,29,20,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,5,10,4
5/31/2022,63,100,44,37,59,44,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,5,2
2/6/2020,39,51,58,15,57,21,SO2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,3,2,1
6/10/2020,67,51,21,24,61,14,PM10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,2,6,3
10/9/2020,74,51,52,15,49,25,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,4,10,4
1/1/2021,38,53,29,6,31,13,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,4,1,1
1/2/2021,27,46,27,7,47,7,O3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,5,1,1
1/3/2021,44,58,25,7,40,13,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,6,1,1
1/4/2021,30,48,24,4,32,7,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,1,1
1/5/2021,38,53,24,6,31,9,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,1,1
1/6/2021,41,58,23,13,46,13,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,2,1,1
1/7/2021,35,47,22,6,39,10,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,3,1,1
1/8/2021,37,54,26,16,17,10,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,4,1,1
1/9/2021,47,61,16,27,22,12,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,5,1,1
1/10/2021,23,25,16,11,33,8,O3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,6,1,1
1/11/2021,38,54,17,14,27,10,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,1,1
1/12/2021,29,50,20,12,26,15,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,1,1,1
1/13/2021,34,44,17,13,20,9,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,2,1,1
1/14/2021,36,57,15,15,26,13,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,3,1,1
1/15/2021,42,62,14,15,32,12,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,4,1,1
1/16/2021,52,73,15,17,25,14,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,5,1,1
1/17/2021,52,71,17,15,26,14,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,6,1,1
1/18/2021,40,52,16,11,26,12,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,1,1
1/19/2021,31,41,13,12,25,12,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,1,1,1
1/20/2021,35,34,12,12,22,13,PM10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,2,1,1
1/21/2021,43,51,13,14,28,15,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,3,1,1
1/22/2021,49,63,14,14,28,15,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,4,1,1
1/23/2021,72,108,14,37,44,20,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,5,1,1
1/24/2021,33,48,12,14,23,10,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,6,1,1
1/25/2021,56,82,13,29,62,15,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,1,1
1/26/2021,52,70,14,19,28,13,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,1,1
1/27/2021,20,20,13,10,19,8,PM10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,2,1,1
1/28/2021,27,41,14,18,17,11,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,3,1,1
1/29/2021,30,53,16,17,24,11,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,4,1,1
1/30/2021,27,37,13,16,24,12,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,5,1,1
1/31/2021,36,51,13,16,26,10,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,6,1,1
2/1/2021,59,79,21,26,15,31,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,2,1
2/2/2021,30,46,21,14,16,24,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,1,2,1
2/3/2021,23,33,19,11,14,19,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,2,2,1
2/4/2021,36,53,23,14,12,24,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,3,2,1
2/5/2021,29,36,20,14,12,21,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,4,2,1
2/6/2021,27,34,21,8,21,15,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,5,2,1
2/7/2021,25,23,19,7,19,12,PM10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,6,2,1
2/8/2021,24,26,19,10,18,17,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,2,1
2/9/2021,33,40,22,12,14,22,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,1,2,1
2/10/2021,32,38,21,10,12,16,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,2,2,1
2/11/2021,26,37,23,13,9,17,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,3,2,1
2/12/2021,41,52,26,16,10,16,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,4,2,1
2/13/2021,25,37,20,9,19,16,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,5,2,1
2/14/2021,33,47,18,11,19,19,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,6,2,1
2/15/2021,34,47,20,13,17,25,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,2,1
2/16/2021,26,28,18,11,18,26,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,1,2,1
2/17/2021,39,57,23,23,12,33,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,2,2,1
2/18/2021,43,59,29,13,12,29,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,3,2,1
2/19/2021,29,41,19,20,12,23,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,4,2,1
2/20/2021,30,38,18,11,18,20,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,5,2,1
2/21/2021,31,45,18,10,16,17,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,6,2,1
2/22/2021,51,67,20,18,11,23,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,2,1
2/23/2021,50,64,22,11,20,23,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,2,1
2/24/2021,30,42,22,10,9,16,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,2,2,1
2/25/2021,31,48,26,12,14,17,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,3,2,1
2/26/2021,29,38,18,13,18,20,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,4,2,1
2/27/2021,49,67,23,15,17,31,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,5,2,1
2/28/2021,43,60,19,12,19,18,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,6,2,1
3/1/2021,37,60,20,12,12,17,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,3,2
3/2/2021,38,55,20,15,14,28,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,3,2
3/3/2021,49,67,19,21,17,35,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,2,3,2
3/4/2021,51,75,22,18,19,31,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,3,3,2
3/5/2021,52,69,20,16,16,30,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,4,3,2
3/6/2021,51,73,20,22,15,37,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,5,3,2
3/7/2021,57,88,23,23,19,31,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,6,3,2
3/8/2021,47,63,21,16,11,19,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,3,2
3/9/2021,36,50,23,15,10,22,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,1,3,2
3/10/2021,45,65,20,20,14,27,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,2,3,2
3/11/2021,27,35,19,9,15,21,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,3,3,2
3/12/2021,44,58,24,12,13,25,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,4,3,2
3/13/2021,37,62,27,13,13,25,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,5,3,2
3/14/2021,39,60,23,14,10,19,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,6,3,2
3/15/2021,45,70,29,18,13,34,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,3,2
3/16/2021,55,80,32,13,21,36,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,3,2
3/17/2021,59,93,25,19,20,45,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,2,3,2
3/18/2021,64,102,30,15,25,40,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,3,3,2
3/19/2021,60,88,29,14,24,35,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,4,3,2
3/20/2021,55,80,28,16,19,31,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,5,3,2
3/21/2021,43,55,21,11,18,17,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,6,3,2
3/22/2021,38,61,21,13,14,18,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,3,2
3/23/2021,37,54,23,11,12,16,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,3,2
3/24/2021,32,53,21,10,9,15,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,2,3,2
3/25/2021,25,47,22,9,14,17,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,3,3,2
3/26/2021,50,69,23,19,19,28,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,4,3,2
3/27/2021,53,71,29,13,18,33,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,5,3,2
3/28/2021,54,75,20,15,31,31,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,6,3,2
3/29/2021,55,77,19,19,21,37,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,3,2
3/30/2021,53,69,24,15,14,30,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,3,2
3/31/2021,43,57,22,13,15,23,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,2,3,2
4/1/2021,26,42,22,11,13,19,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,3,4,2
4/2/2021,41,54,27,11,17,19,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,4,4,2
4/3/2021,25,42,20,8,18,22,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,5,4,2
4/4/2021,57,78,21,23,14,33,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,6,4,2
4/5/2021,52,69,22,15,18,27,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,4,2
4/6/2021,33,55,27,10,14,18,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,4,2
4/7/2021,30,47,25,11,13,19,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,2,4,2
4/8/2021,38,55,33,12,13,22,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,3,4,2
4/9/2021,54,69,26,14,15,28,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,4,4,2
4/10/2021,48,66,23,13,17,29,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,5,4,2
4/11/2021,45,68,31,12,25,31,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,6,4,2
4/12/2021,55,69,26,20,15,31,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,4,2
4/13/2021,55,68,23,18,21,40,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,4,2
4/14/2021,51,71,27,15,25,32,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,2,4,2
4/15/2021,56,74,24,24,21,40,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,3,4,2
4/16/2021,55,76,24,20,16,42,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,4,4,2
4/17/2021,65,101,24,19,19,41,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,5,4,2
4/18/2021,57,79,24,11,25,26,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,6,4,2
4/19/2021,63,92,25,14,26,30,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,4,2
4/20/2021,56,83,25,12,21,30,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,4,2
4/21/2021,63,87,24,19,14,37,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,2,4,2
4/22/2021,54,81,25,14,23,40,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,3,4,2
4/23/2021,66,99,25,16,21,42,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,4,4,2
4/24/2021,66,99,23,18,30,40,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,5,4,2
4/25/2021,63,86,24,15,17,36,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,6,4,2
4/26/2021,56,79,26,10,22,24,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,4,2
4/27/2021,62,94,26,12,23,28,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,4,2
4/28/2021,54,77,21,15,21,34,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,2,4,2
4/29/2021,57,71,23,17,18,38,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,3,4,2
4/30/2021,61,84,23,18,20,42,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,4,4,2
5/1/2021,52,71,23,10,20,33,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,5,5,2
5/2/2021,50,67,22,9,18,17,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,6,5,2
5/3/2021,53,70,26,10,20,20,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,5,2
5/4/2021,59,77,31,14,14,26,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,5,2
5/5/2021,58,82,22,18,14,38,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,2,5,2
5/6/2021,49,65,19,16,18,38,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,3,5,2
5/7/2021,54,70,20,26,19,45,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,4,5,2
5/8/2021,52,69,20,12,19,28,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,5,5,2
5/9/2021,41,57,18,9,26,21,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,6,5,2
5/10/2021,47,69,19,10,25,21,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,5,2
5/11/2021,60,88,24,12,25,24,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,5,2
5/12/2021,59,79,21,10,25,21,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,2,5,2
5/13/2021,70,110,24,14,24,20,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,3,5,2
5/14/2021,52,72,24,8,25,14,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,4,5,2
5/15/2021,51,67,26,11,20,19,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,5,5,2
5/16/2021,51,65,23,8,20,16,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,6,5,2
5/17/2021,47,65,22,11,24,24,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,5,2
5/18/2021,40,54,24,10,23,26,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,5,2
5/19/2021,52,69,23,17,19,36,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,2,5,2
5/20/2021,57,79,24,12,23,27,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,3,5,2
5/21/2021,52,76,24,15,22,34,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,4,5,2
5/22/2021,56,79,22,16,28,36,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,5,5,2
5/23/2021,60,91,24,21,27,37,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,6,5,2
5/24/2021,74,108,22,20,23,38,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,5,2
5/25/2021,44,60,23,15,23,35,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,5,2
5/26/2021,56,77,27,11,21,24,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,2,5,2
5/27/2021,51,64,27,8,16,20,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,3,5,2
5/28/2021,54,70,29,12,16,24,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,4,5,2
5/29/2021,56,76,23,14,17,32,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,5,5,2
5/30/2021,47,61,24,16,18,29,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,6,5,2
5/31/2021,55,73,21,15,19,33,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,5,2
6/1/2021,59,83,22,18,19,35,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,6,3
6/2/2021,59,84,21,20,24,38,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,2,6,3
6/3/2021,54,76,22,20,17,41,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,3,6,3
6/4/2021,63,87,20,13,14,30,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,4,6,3
